FirstTerm,leftoverprob
united,0.24483715409248485
set,0.2624870456510304
using,0.39036244257756925
living,0.3655028942231686
oh,0.23093852716024343
lack,0.13295596670793253
getting,0.3085561445560644
easy,0.363181571192948
help,0.294126451005965
friends,0.3493344577330866
stop,0.38118335221790367
headed,0.26145509553773094
wonder,0.1358151773993329
focus,0.32195573778556263
p,0.4587216824455582
plenty,0.10515860353898876
ways,0.24192955340589295
wouldn,0.3483082995443608
worth,0.29500017319111504
bunch,0.18596620720428714
order,0.3175527411005129
tend,0.020061710032510005
hit,0.3082402055927448
u,0.35311814264438324
tired,0.34171340350655643
same,0.4264205621357956
these,0.47623493142875706
forget,0.27178466356763054
none,0.2576372945878277
within,0.334670235439955
maybe,0.23929547085838065
filled,0.18352749548259195
continue,0.3211463049119134
best,0.4390511739013485
join,0.2344677371741435
pick,0.2921937197967843
won,0.40104598475355024
o,0.3964785186711537
power,0.40530442272876344
few,0.3093815538022021
were,0.385433354764261
saw,0.299166896272125
done,0.3303625990479345
never,0.32349640927618306
night,0.350644215398362
ok,0.33610534012473026
still,0.3835216401301863
very,0.31827820327064293
days,0.26175524730540944
behind,0.38974257033896775
important,0.40035857862729285
group,0.4054064379331874
please,0.29972901983983435
trip,0.42164625838906056
nothing,0.2799524991675588
throughout,0.16654525585809266
once,0.2735269343760782
point,0.3081779164456401
anyone,0.3387610110982765
known,0.2938164150854832
los,0.15637845768930914
family,0.41200875433332884
name,0.3501141404902546
really,0.3321368279319872
idea,0.26608808596791744
become,0.38625279048856775
create,0.3464907462396787
half,0.3890211240081265
although,0.29360013458342016
pay,0.36853614942458346
grew,0.2221461437672161
opportunity,0.224503459730107
sense,0.3424482751084156
add,0.3090584663392314
matter,0.2258522755253224
weeks,0.30438458503031407
ago,0.3473276369818359
congrats,0.25814534745652995
worry,0.36578035545234233
likely,0.37002478969685215
hey,0.4038083349066469
despite,0.3315924600314143
woke,0.09326716061593066
start,0.33129503845293706
mothers,0.29942846820257707
plan,0.3423640733713982
managed,0.11319701404476235
bout,0.33621278240313957
cause,0.29875003820718704
ask,0.2608008816384402
guys,0.4527665297681439
san,0.10493054915196542
happened,0.35196810814973434
seen,0.29143066519855965
birthday,0.4363926829992757
two,0.45300768457347973
compared,0.10689458838657118
pair,0.19809477457833424
picture,0.34322966598260163
house,0.40972082365679074
doing,0.2656696645191392
wanting,0.16940999583008487
parts,0.26899243714515264
willing,0.15246899624707633
its,0.4945577947961256
fun,0.40818703919871235
meet,0.2883278145007482
gave,0.2683813175312728
remember,0.27950403678558744
school,0.44926626393939784
meant,0.32736660456687794
question,0.36326733751679396
far,0.27569308738723164
state,0.5274375573330277
onto,0.36434821977456344
also,0.4719425203611075
soon,0.39196228328869986
begin,0.2820442073314665
morning,0.430691971291811
cant,0.3883803769996066
mother,0.4018173953403448
person,0.35679325463646094
thousands,0.07886327392090153
followed,0.3209309288030079
tons,0.10023272489949153
food,0.47464461317198847
picked,0.26775071059983513
found,0.2386800922826876
ended,0.26689574035824326
book,0.29726837239500004
again,0.33364625649797763
following,0.38147284098995493
hear,0.2689070746224502
taking,0.2943441824649625
always,0.4292433934763459
r,0.44507499934184114
fear,0.37775723303319686
rid,0.10665168367771005
felt,0.3676120545771274
free,0.5379107982795273
story,0.3446620129093648
months,0.38008601687570454
husband,0.4528456503440862
turned,0.2575780692267855
began,0.36128919386470093
hate,0.34699439719789427
listened,0.03049379924941531
everyone,0.32748821512182036
fan,0.4279045026831706
world,0.34971933644172093
heading,0.2282698163333391
enjoy,0.35233282042375713
thankful,0.08682567619130077
looked,0.2851991826107866
sorry,0.31808657335993873
terms,0.31183235515358543
money,0.3475866915142414
variety,0.13143878986816926
started,0.4067237936914341
reason,0.2623919567349301
im,0.37097897300949734
happen,0.3399429952340284
both,0.5344800950197742
beginning,0.2324450314521328
feels,0.2675093908593187
buy,0.3625246980446424
send,0.2653184924124449
moment,0.2999091223494934
real,0.5192618336199857
age,0.4147859078979055
closer,0.3011436060937007
seemed,0.28060895038937694
talked,0.16771589587178404
means,0.2995581090342203
without,0.4403265810539725
friend,0.4843965946225147
attempt,0.24426209319007075
playing,0.4122173684996734
hip,0.21270218493820114
waking,0.11850187075301122
version,0.3589582922875032
attention,0.41139814193375424
haven,0.3244888304681345
everything,0.2926986018985368
thx,0.32628947719695
realize,0.2756578838429291
yet,0.35309739274004925
move,0.3224647136017096
happens,0.37675182962730536
light,0.36377653369587337
allowed,0.2967093787043821
asked,0.23691445658556076
problem,0.3967966169899063
hunger,0.2015900679628656
game,0.36715021773057144
seeing,0.34387212351188123
hanging,0.27219077485864196
difference,0.3112912993060075
spread,0.38125214466617874
email,0.40202357892395413
guy,0.3903440727472982
music,0.43368933952009625
unless,0.23823294410173412
ha,0.3461449404122091
leave,0.3521741911646582
wanna,0.28329167201936445
learn,0.2961074888024289
exactly,0.3820973131825498
series,0.4307965870166356
sitting,0.23917882564929227
appreciate,0.15305211915548
hoping,0.20956144890151474
easier,0.33259734413128905
loved,0.3636801231350574
responsible,0.2103020637890709
inside,0.32715349056879606
outside,0.3617163204837208
among,0.404164903145003
hang,0.2274557407184694
percent,0.4009776718601692
st,0.38149054313578923
near,0.49952731662828975
saying,0.39190629346390005
change,0.31825519504996214
involved,0.3536821030760712
watched,0.39157486932233687
dealing,0.0994363019002672
head,0.3256515208746471
twitter,0.42615973632433335
expected,0.39302779281892075
show,0.3148226586464421
course,0.34189175109524717
return,0.3837568100258488
room,0.38043699021313016
w,0.5269913026407758
wow,0.3829777299482222
doesn,0.29783752800051155
photos,0.3761824429098023
response,0.32739039824180793
health,0.42941818562616285
associated,0.10155023037899658
least,0.41997379411745217
jesus,0.43044562390839447
area,0.43270508297317856
access,0.3935293063387948
form,0.38235399638837053
e,0.4990381932904673
worse,0.3935672604922591
hours,0.33383870786919034
play,0.4036369188176431
left,0.32560086546990297
turns,0.44164037225091823
example,0.43773438655606944
merry,0.10395613380482482
thoughts,0.4095153834249513
women,0.419610530329675
wrong,0.44390555754341643
stuck,0.24478632103590714
focused,0.2905721987566986
continues,0.25560616074623765
history,0.42047554185002156
open,0.35609046702173985
weekend,0.40893386785349617
impossible,0.34586873426484444
interest,0.3927870232562841
ever,0.4178734929392537
men,0.470951747009142
knew,0.2816150233632243
hundreds,0.10395613380482482
says,0.334787335784151
above,0.5137148806286397
designed,0.22479469749488423
share,0.28059402701901903
catch,0.3165987495277358
tomorrow,0.3652693472696772
heard,0.311866450681893
episode,0.4428449587184351
importance,0.10890642589076893
win,0.37896033600542467
millions,0.28916533770997244
enjoyed,0.34666585551208473
valentine,0.21345659474590695
vote,0.38647211918377555
past,0.39415873921087097
ahead,0.3395979665608545
shall,0.4116365793548469
brand,0.4452683685761798
regardless,0.21102251746297873
parking,0.3330507405891542
beat,0.4950050919053848
copy,0.2783610093679113
difficult,0.41430134460262125
cannot,0.4305974294654956
choose,0.23506041601148897
anything,0.2918976830699598
moved,0.3467114454513065
member,0.4443330992369119
cup,0.44473755297661643
related,0.47687213125881744
however,0.3906585604488426
sound,0.3827729291288886
given,0.3608679909621366
collection,0.4294229170607563
works,0.3788635180145744
addition,0.20349933853666213
unable,0.04012342006502012
sign,0.36826866364319366
ton,0.11435174718530727
sick,0.478666354527404
lived,0.3493587875638825
plans,0.3414126978459672
lets,0.3521644392450266
city,0.4526709010285751
blog,0.3523977281126197
called,0.5253925910209241
tuned,0.2090612120696166
okay,0.4639446741703568
moving,0.45927582040360404
shut,0.159318726407787
participate,0.22235061952698632
kinds,0.042352498957521245
leads,0.3636055924322724
heart,0.3829001484018745
except,0.3628390060757928
text,0.46077096592650935
reading,0.40346523968931103
clear,0.42971830364013697
added,0.3651445787125239
desire,0.30225101379371244
sent,0.33030806253098044
bought,0.2987824690187445
available,0.3305502279062773
woman,0.40159770374170745
result,0.3545562125374472
bad,0.39781398447295613
realized,0.34198051844039645
attempting,0.042352498957521245
old,0.5059211719281052
similar,0.4962265679638701
level,0.5452769907561386
knowing,0.39931840174584265
majority,0.2823499930501414
three,0.5156800441274259
lost,0.3867973434583539
south,0.40316861397194237
sold,0.39226516574173653
lead,0.41692132789700487
goes,0.3987022238262018
isn,0.3895191143167437
bottle,0.4631608306668691
luck,0.42451074817101375
especially,0.26734306893182413
cinco,0.0
de,0.5667565768868794
gives,0.26248622438876323
l,0.47634426536876406
whenever,0.33850076792998884
bed,0.4819993324729952
university,0.5181824262378472
spring,0.49901172573340047
mention,0.3652397224960322
wondering,0.24451511000167625
bring,0.22909955139925853
congratulations,0.3102069015555595
saturday,0.4105456129811136
members,0.44917781861157946
agree,0.2883297719117771
upon,0.4351955312233614
growing,0.5024552981371795
mom,0.5048815009312734
minutes,0.3486316532716406
click,0.32520683794969796
advantage,0.20791226760964954
corner,0.40913791567071545
appears,0.3370709543474142
purpose,0.3907700179739818
link,0.43651074036539717
olive,0.2286077272515603
face,0.37406478912177865
refuse,0.16049368026008037
tweet,0.4080331003147931
forgot,0.3080186627969126
different,0.5547320995109482
fight,0.3955841461060514
issue,0.37151315928982676
coffee,0.5005143837838301
appear,0.26142882936479506
missed,0.3641903802311577
finally,0.5339633960017915
understand,0.30881858898294556
fuck,0.34773582727605523
telling,0.30378141353960164
water,0.5038403367841462
super,0.5755874664486516
kill,0.40782953306577796
job,0.39428354470304827
sit,0.25072780538410355
depending,0.08968764485122138
view,0.4870635428834975
gluten,0.16049368026008037
books,0.345775241717442
quality,0.4246886071814794
team,0.4835522720511467
pictures,0.38920537755945406
song,0.42785991651553146
early,0.47294511378899995
takes,0.38648794799419917
process,0.44283432242418386
turn,0.2690272333049881
heat,0.5317548854430181
post,0.3364969917276548
caught,0.41803443815039854
role,0.3155031688781996
paid,0.43791028419845424
lives,0.3793219184602924
earlier,0.42888626004831387
enter,0.3907174186067234
bottom,0.3792926924819201
planning,0.2995719050201624
loves,0.41923876513396996
beautiful,0.5519327230987385
referring,0.09529312265442269
together,0.343155882994403
reminds,0.2006171003251005
big,0.505859512045661
stand,0.3599047338974337
already,0.4804508284719843
yourself,0.40235667998699365
black,0.5684077554414623
later,0.37135557431803967
awesome,0.5685270999517642
speaking,0.46751556602228184
kids,0.44088805783296814
beer,0.533898122344888
spent,0.3801407719711606
las,0.050822998749025405
hahaha,0.4811977184849482
true,0.47668496671204597
wear,0.4086568413557412
peanut,0.16940999583008487
setting,0.42210671704751523
mix,0.3853943323299025
pray,0.36642768815633453
save,0.3793640377100548
walk,0.373722893548343
couldn,0.3786493114436741
sleep,0.4592122277196834
notice,0.3855054115958525
king,0.5063683100698704
death,0.46617233392689417
afraid,0.23245775900535892
hour,0.498409861693772
searching,0.249390247910793
born,0.3986895939345716
myself,0.37339338567195857
inspired,0.4322923457426674
yesterday,0.45408339767649974
interesting,0.5636086640710825
starts,0.42707786347399135
mitt,0.27721635681286616
gets,0.39405302934365094
nature,0.4547432542499925
surrounded,0.16940999583008487
types,0.16940999583008487
photo,0.49028737098277786
cost,0.47333265431598737
perfect,0.5456444938312813
reminded,0.2610279886017728
body,0.4764572536591749
http,0.13453146727683218
whatever,0.3857425482196125
whole,0.4993309026225359
ten,0.4633861650646439
amazing,0.5469350434004581
tickets,0.3605661648918649
fans,0.47306089762942805
sad,0.44404343465630614
gotta,0.32682876776510805
tells,0.2423332320123499
stuff,0.37423641133711694
president,0.4235458967905398
late,0.3986632316905442
son,0.5443911422715078
prepared,0.22617017472607126
finished,0.3890414448149402
white,0.5451197761267024
fall,0.3497074998537315
weight,0.46001940164936783
else,0.42883920836455036
girl,0.4113772417660766
spending,0.3891152718780695
comment,0.44082863208957646
image,0.4415268040156213
talks,0.3256827909200942
led,0.2970689315482784
admit,0.2582627906591146
word,0.4419992358582676
depends,0.24074052039012062
catching,0.3048380615873135
another,0.5524841773350138
justin,0.4224224344686276
wasn,0.4212774260029716
mine,0.402539349744501
news,0.4586498787036588
remind,0.29932808351761364
director,0.47794878794063667
facebook,0.4774356972789061
run,0.2965361432208955
dinner,0.42504041837650475
support,0.44136260811202155
children,0.4270682569762647
anyway,0.432188779948644
peace,0.47735087997324355
became,0.47969369931536965
car,0.4763366487576074
size,0.4848012306385032
including,0.5656541690279661
images,0.42446778560349696
range,0.35030582575563785
chose,0.2979826737894463
sugar,0.4964810575700942
month,0.37846071649332436
knows,0.30618492792176943
bigger,0.4609701030150605
beyond,0.49894575484824777
till,0.4733854558769047
awkward,0.490956277301266
credit,0.3632965391716789
mean,0.4014443412489527
art,0.5121102057547694
friday,0.47132654232390747
et,0.1905862453088455
hand,0.465988726792568
trust,0.44694526569813275
wine,0.5266717762178765
bag,0.45213580180608914
creating,0.5095495523825797
future,0.5164133229198704
door,0.46160249618138127
grown,0.490956277301266
definition,0.3301579576305569
lunch,0.40790904027839936
decide,0.2990070000852265
understanding,0.37844826028302037
act,0.4248050761033173
wearing,0.4792589707260082
write,0.39692141041700735
wishing,0.1725570603290738
dream,0.43700278814249094
relate,0.15246899624707633
probably,0.5133590478004044
control,0.4912692435258511
pointed,0.26304211930986343
mind,0.4445507694690196
asking,0.38882492365653953
young,0.4478918894543831
forced,0.31136721747382545
eyes,0.4424862281952199
worked,0.2985284364784374
source,0.4034115340967125
changes,0.46848985737164783
returned,0.2760758013623906
toward,0.43820471353176316
knowledge,0.431099405308902
possible,0.447026531545916
whether,0.2252172024979059
cut,0.36367526426802277
faced,0.36459977363431306
towards,0.4938387713877739
season,0.42864869252926907
finding,0.3451343091410689
keeping,0.3612804582106357
tries,0.11728384326698182
case,0.34305339559448944
west,0.5167696064584456
co,0.4237036423597922
recently,0.5534182070661735
grow,0.4950591844559924
definitely,0.5081758070512932
dm,0.38887843704849034
bowl,0.48354030948220994
review,0.47355212801737323
information,0.4335928283205691
referred,0.0
words,0.3943240219236257
app,0.5066607602837843
rock,0.5108087865837317
common,0.5394440790136308
noticed,0.3762733559348388
cold,0.5226211887100545
taste,0.3687221304067043
written,0.3753582240334741
refer,0.16335963883615323
whom,0.3658284041160448
approach,0.5373957514995116
aware,0.23556425447707863
courtesy,0.11728384326698182
shoutout,0.4129368648358319
doubt,0.43217347643311876
areas,0.4611169082665071
invited,0.38742959834226487
expect,0.4000751987469702
calling,0.4475377303375858
recipe,0.444787086352304
seriously,0.5346738651008223
times,0.35028450879834183
eat,0.46035644930075814
york,0.5463710806920361
deserve,0.3564653970328865
experience,0.3477554314172667
learned,0.3972972657140008
answer,0.4693282338197161
anymore,0.4954020457551398
cell,0.22235061952698643
respond,0.39272407410921195
funny,0.50100416470595
section,0.5279512352529327
pieces,0.47117918734066355
contribute,0.23823280663605684
period,0.48181341381407417
gift,0.3521059580295445
hosted,0.23823280663605684
amounts,0.16335963883615323
details,0.43772214327620707
aspect,0.06352874843628187
film,0.4889064131154156
actually,0.5211028546257821
prime,0.299051640616785
likes,0.49452298463058897
doctor,0.5566218317930895
several,0.5484194548870671
remove,0.4250557614899618
vision,0.4192369340884241
manages,0.11728384326698182
oil,0.47384627266097445
refused,0.16335963883615323
combination,0.20329199499610184
glass,0.49223332756322136
girls,0.42447466075557705
hands,0.3645308377243276
wrote,0.372323340763798
depend,0.06930408920321651
giving,0.3408284648970703
cover,0.46641980000189764
rely,0.0
church,0.5202532274157095
problems,0.38861825885163936
fix,0.4219534954577937
meeting,0.3909364400006007
ya,0.5484932837880212
students,0.4720992258162331
dealt,0.06930408920321651
worried,0.3288910755406752
feeling,0.3936841303869685
applied,0.11435174718530727
shades,0.25411499374512736
video,0.4798924280590766
round,0.4425748470384443
almost,0.45408528688333527
ideas,0.4157023795336203
liked,0.3751889903662158
butter,0.5525085771575433
capable,0.2133033673554201
writing,0.418990997764527
figured,0.2634555348733689
key,0.5842729513756842
warm,0.5542278788309022
uh,0.4218642714129287
copies,0.21781285178153764
pizza,0.5239998193545099
leaving,0.5559208708840129
portion,0.06930408920321651
internet,0.5654059820527042
eye,0.4952024696570786
movie,0.483587816467297
stick,0.43597189083298804
shouldn,0.44689980936573837
blah,0.2858793679632682
second,0.4986223946720646
customer,0.5516831097105002
voice,0.47461335957059014
either,0.48598495456387414
hold,0.3734058110843139
preparing,0.19497644232767353
land,0.5679749089416655
stories,0.32731267748217063
contact,0.40945110543566843
web,0.5570230746272253
loss,0.4987031235102156
sat,0.4163018706116972
reasons,0.40842335850982403
states,0.49787237821853425
safe,0.4373747200900687
aspects,0.2858793679632682
ran,0.34602782966216117
total,0.5963805426408092
courage,0.30898170815179626
cute,0.5096740763183807
helped,0.4275479034542624
participating,0.0
matt,0.5316139324575613
prior,0.3776580854073369
accept,0.4653951354584035
aside,0.447590375118624
phone,0.49617693316256484
struggle,0.3980358251672792
stopped,0.4417960105652763
concerned,0.49422987202189594
wall,0.45391131609753166
edge,0.43123301920683055
required,0.447590375118624
fast,0.5277705572588789
committed,0.381172490617691
center,0.5280322578364787
line,0.38970255509331
feet,0.4769672389216212
created,0.43896583572440995
reach,0.46122603233618453
attempted,0.38799842631722614
relationship,0.4299071349703202
themselves,0.4504089985607327
joy,0.33591339514514984
continued,0.4342663239469211
oven,0.4658890463852048
apart,0.34236382756706996
gay,0.5572330264493186
aren,0.5121410987456978
points,0.38840191127760026
locker,0.13860817840643302
fell,0.506395059424563
winner,0.5038053857734635
yea,0.48654159902862504
joining,0.3886810198871796
pain,0.46650931184549704
battle,0.46747232057462806
finishing,0.3948243620167613
wont,0.485556861718195
effort,0.4553556407782444
urge,0.23456768653396365
apparently,0.515835075417484
suppose,0.3881453386448498
date,0.4310704710937635
dont,0.3659121023297306
begins,0.4305818695195712
obsessed,0.3471628019596016
loving,0.46711829589565157
break,0.38028028824798776
stopping,0.4684975697444176
dance,0.5241163413456986
sunday,0.4977507284149495
cool,0.5127435161770009
box,0.49683850808566976
spend,0.39744682683347676
class,0.4858698626790152
happening,0.49695627642496065
website,0.590992253046557
town,0.515140406132311
carry,0.4312369082012998
build,0.508144383494205
scared,0.44678232260008455
signed,0.5068834592505652
events,0.4902351583115506
child,0.5291233632272548
certainly,0.5231692662767117
boys,0.5361624697785572
received,0.526458290409884
thats,0.4266276630152309
red,0.4904726375085362
calls,0.46964129472801297
busy,0.4711224007011021
fingers,0.5358819743576836
celebrating,0.42782082667171795
woo,0.3227403208257321
links,0.4835362356212559
bar,0.544492619917206
com,0.5860581333279515
verge,0.13860817840643302
spot,0.3662587672790252
press,0.587808056659179
monday,0.5368661160928643
discovered,0.41271042696234195
party,0.4738813077475379
hurry,0.4064745418561416
relation,0.13860817840643302
large,0.5644192696579116
decides,0.13860817840643302
reached,0.5282926391590139
match,0.4673502205180614
four,0.5397617915155171
hesitate,0.07623449812353822
becoming,0.4321454821974019
kansas,0.40874890453167767
choice,0.36316767379936166
goal,0.4280233058115238
signs,0.44663419846421737
founder,0.35875057940488553
staring,0.37054843258076287
showed,0.45736768701466
midst,0.07623449812353822
smart,0.5017306661329992
chinese,0.5019443689151519
brought,0.3763459567701555
pic,0.5196989561188039
placed,0.405930902243101
price,0.4969130854152549
allow,0.4368733843768482
rise,0.2553643498811927
crazy,0.5528432932712727
highly,0.5614381194719136
others,0.47963814569972196
bin,0.2641263661044455
tea,0.49261140044979523
personally,0.5257551594726771
returning,0.3227403208257321
hunter,0.30493799249415277
passed,0.4005287926063579
cheese,0.5924393166193804
becomes,0.5044273862223796
obama,0.5703672606243859
hall,0.5950829039535499
mission,0.47634986667860146
parents,0.48969690415573985
style,0.5574574707249331
five,0.52310743089028
visit,0.3982745378186663
provide,0.44969107513898987
christ,0.48786088162212804
ensure,0.2827839549677541
opposed,0.13860817840643302
summer,0.5346530596828603
limited,0.5249839438348896
road,0.48809373299799086
questions,0.47139340537008234
levels,0.451365995742703
loads,0.1905862453088455
published,0.49223854005096945
reality,0.5012690106405417
freedom,0.40771979998069385
familiar,0.4356257035630754
card,0.4898267051999269
salt,0.4996095929974873
ones,0.3572057593684287
pack,0.5067646479352985
event,0.44411045000220184
note,0.4215041705750252
raised,0.5209635553408587
consists,0.08470499791504249
orange,0.5850035254761404
hot,0.4972513824127297
shower,0.5309334555206005
sister,0.5909839822650782
jobs,0.624412737867083
reply,0.469420635572411
games,0.5242415937952052
hadn,0.4905516292669658
mardi,0.0
scheduled,0.4631737258065505
page,0.4948498791456519
kick,0.47400961404891306
rooting,0.15246899624707633
totally,0.6183696010589682
favorite,0.6052100096765185
leaders,0.42133561893821947
afternoon,0.5340471164710872
count,0.46533461518067676
hole,0.4449336597385867
faith,0.49297657589752586
closest,0.40359440183049633
load,0.4574069887412291
b,0.5743004161184332
direct,0.4981956362985598
walked,0.37233139674439775
respect,0.39379642763544354
ah,0.5675404270498758
blood,0.5489035830405773
whats,0.33697093421905266
holiday,0.5730830618195166
bro,0.572602452502714
agreed,0.43374807533845194
advice,0.46291757923422394
speak,0.3986964592076596
dude,0.5669979479081543
short,0.4822048394069349
everytime,0.29320960816745456
cheers,0.3315738846721894
arrived,0.4173978389937758
staying,0.4752148835233966
calm,0.35576099124317817
store,0.46163950862962533
shows,0.44957168065865816
considered,0.5079197254174906
comic,0.3943447632712077
cuz,0.42350117157400213
holy,0.5063681090605471
alot,0.381172490617691
cross,0.5649303673483693
tools,0.4423000460063996
performing,0.4228170577225029
classes,0.5012030521698505
lady,0.5368353235768556
tv,0.5736015990340223
attracted,0.15246899624707633
die,0.48231686972662813
relax,0.5008053868934437
running,0.43099622469179066
soo,0.541920452418163
tryin,0.08470499791504249
